Time,Input,Output
96.9599075317383,-0.733070321269686,93.2572840562015
97.0799074172974,-0.761921774657516,93.163333023727
97.1999073028564,-0.789214303854131,93.0703962398988
97.3199071884155,-0.814904453537025,92.978512973378
97.4399070739746,-0.84187930024401,92.8877891275251
97.5599069595337,-0.869577352285091,92.7984134372932
97.6799068450928,-0.895636787493096,92.7105133224583
97.7999067306519,-0.920871185696768,92.6240912021829
97.9199066162109,-0.942612226275926,92.538774334842
98.03990650177,-0.967039021791315,92.4543668270122
98.1599063873291,-0.995424432140162,92.3712099519826
98.2799062728882,-1.02042236330742,92.2884155522352
98.3999061584473,-1.0457364762013,92.1972389752433
98.5199060440063,-1.07455029128635,92.1043163796913
98.6399059295654,-1.09768357013537,92.0104010463605
98.7599058151245,-1.1193810029875,91.9077480068552
98.8799057006836,-1.14195120282542,91.8045354364426
98.9999055862427,-1.16408297332105,91.7027716816584
99.1199054718018,-1.18360037914134,91.602297796212
99.2399053573608,-1.20046179113715,91.5031448279101
99.3599052429199,-1.21324150231,91.4052568335864
99.479905128479,-1.23001635554964,91.3096795075678
99.5999050140381,-1.24973526970871,91.2252598752378
99.7199048995972,-1.26865722617923,91.1457292225696
99.8399047851563,-1.280694077066,91.0681660103164
99.9599046707153,-1.29529006576075,90.992747862544
100.079904556274,-1.31220317253215,90.9297334912878
100.199904441834,-1.32928395930756,90.8767337559046
100.319904327393,-1.3470774884508,90.8269492131597
100.439904212952,-1.36748484623367,90.7787484073281
100.559904098511,-1.38852978314758,90.7321249090036
100.67990398407,-1.4090880213963,90.6867156775024
100.799903869629,-1.42795756763282,90.6422245635474
100.919903755188,-1.44632542128383,90.5984853045295
101.039903640747,-1.46556963323617,90.5546405181013
101.159903526306,-1.4857051790023,90.5056167664425
101.279903411865,-1.50451011212452,90.4470560328339
101.399903297424,-1.52423089922503,90.3779340257891
101.519903182983,-1.54253559525172,90.3030513458234
101.639903068542,-1.56186051813037,90.2228957551084
101.759902954102,-1.5799958311019,90.1417537783608
101.879902839661,-1.59647539661246,90.0575644844019
101.99990272522,-1.61339659340803,89.9743586712338
102.119902610779,-1.63040353691444,89.8923637681762
102.239902496338,-1.65041676459904,89.811819919909
102.359902381897,-1.66729408657876,89.731807523075
102.479902267456,-1.68237072398927,89.645182527504
102.599902153015,-1.70035298993809,89.5586121815179
102.719902038574,-1.71819421148488,89.4733443267605
102.839901924133,-1.73542128642399,89.3898656202337
102.959901809692,-1.75004981284762,89.3080400436324
103.079901695251,-1.75934040110843,89.2272844450232
103.199901580811,-1.77351976268781,89.147332904086
103.31990146637,-1.79047239322068,89.0685333108797
103.439901351929,-1.79634610337233,88.9909518692724
103.559901237488,-1.79914565546913,88.9145001324677
103.679901123047,-1.80173668060712,88.8462600172309
103.799901008606,-1.80999939000589,88.7941785184901
103.919900894165,-1.81795302972997,88.7573901725923
104.039900779724,-1.82212115269962,88.7246858407592
104.159900665283,-1.82338003121378,88.6941388789221
104.279900550842,-1.82384518535103,88.6741138873688
104.399900436401,-1.8267657438002,88.6676865735889
104.51990032196,-1.83086343993182,88.6730561390062
104.63990020752,-1.8347218866041,88.6812841207461
104.759900093079,-1.83802898908419,88.6903895197997
104.879899978638,-1.83956507281852,88.7002207045839
104.999899864197,-1.83993455810786,88.7103911851385
105.119899749756,-1.84127650864478,88.720439008716
105.239899635315,-1.8444898828221,88.7305555521317
105.359899520874,-1.84795526917299,88.7409400917113
105.479899406433,-1.85190540342392,88.7519869003956
105.599899291992,-1.85583722416615,88.7641237978219
105.719899177551,-1.85701125564646,88.7738374219379
105.83989906311,-1.85781398546654,88.7755028234309
105.959898948669,-1.86086057378871,88.7763604143737
106.079898834229,-1.86257896069222,88.776610816078
106.199898719788,-1.8656679883242,88.7675006471705
106.319898605347,-1.87278032987288,88.7523957033339
106.439898490906,-1.87654608661801,88.7289631974783
106.559898376465,-1.87210546968912,88.6938892208309
106.679898262024,-1.87608924846009,88.656387156919
106.799898147583,-1.88198572437361,88.6200753954239
106.919898033142,-1.8838826860793,88.5844963911006
107.039897918701,-1.88254485355559,88.5472346935971
107.15989780426,-1.88052956102317,88.5108866250659
107.279897689819,-1.88270966307439,88.475541447835
107.399897575378,-1.88713427391266,88.4416078601129
107.519897460938,-1.88705275812958,88.4087579776743
107.639897346497,-1.88865542640605,88.3763633824793
107.759897232056,-1.89048285995941,88.3445259631316
107.879897117615,-1.88827625899579,88.3136797083045
107.999897003174,-1.88102926822695,88.283873095584
108.119896888733,-1.87459952537414,88.258714357002
108.239896774292,-1.87626726045768,88.2483048733339
108.359896659851,-1.88810606087354,88.2514132680646
108.47989654541,-1.94103593697492,88.2576519649967
108.599896430969,-1.99814205631372,88.2533063041632
108.719896316528,-2.05084453665002,88.1935014130451
108.839896202087,-2.10009200960083,88.0666532962746
108.959896087646,-2.15698388632478,87.8843338973636
109.079895973206,-2.2098024452087,87.6582057864697
109.199895858765,-2.25753749056501,87.3902214753886
109.319895744324,-2.29710125294254,87.0925784021154
109.439895629883,-2.33485769688636,86.7811149364088
109.559895515442,-2.36845099193979,86.4714297205841
109.679895401001,-2.39620796752229,86.1720886036198
109.79989528656,-2.42513342308244,85.8944870000714
109.919895172119,-2.45708098037066,85.6477981307604
110.039895057678,-2.48663005687772,85.4328482448637
110.159894943237,-2.51271281785021,85.2460477924758
110.279894828796,-2.53492711693485,85.0870329201459
110.399894714355,-2.54886000099537,84.9562972313749
110.519894599915,-2.55771974457297,84.8542743305426
110.639894485474,-2.57973810866077,84.7850485940388
110.759894371033,-2.59275088272126,84.7482762850385
110.879894256592,-2.59049565116426,84.7248231900487
110.999894142151,-2.56154735773664,84.7162805511185
111.11989402771,-2.5590719270797,84.7368170187776
111.239893913269,-2.566045099316,84.8067032595348
111.359893798828,-2.57281793380147,84.8992582928814
111.479893684387,-2.5711369287012,84.9939109876627
111.599893569946,-2.55741094587317,85.0798951965372
111.719893455505,-2.52720832066515,85.1633364720616
111.839893341064,-2.50777214483893,85.2475956482892
111.959893226624,-2.48796929446815,85.347803761756
112.079893112183,-2.46939291126404,85.453356056885
112.199892997742,-2.44632041756114,85.559113491042
112.319892883301,-2.42102698688961,85.6648352126988
112.43989276886,-2.38282016321999,85.7697193818851
112.559892654419,-2.3445320851018,85.8751948149342
112.679892539978,-2.31449760012623,85.9991779859402
112.799892425537,-2.2830022167708,86.1427324768639
112.919892311096,-2.24726157655969,86.2904114661295
113.039892196655,-2.20784047408532,86.4397100969432
113.159892082214,-2.16670987504693,86.5960918590005
113.279891967773,-2.12853233381292,86.7617855304708
113.399891853333,-2.07958622293273,86.9351870790441
113.519891738892,-2.01809188236317,87.1083179270202
113.639891624451,-1.97446505815892,87.2932126452285
113.75989151001,-1.94426780877613,87.5023318952908
113.879891395569,-1.90313008215601,87.7162847186604
113.999891281128,-1.8525305944386,87.9213718446245
114.119891166687,-1.81121736382499,88.1193382621903
114.239891052246,-1.77369391741509,88.3145251472652
114.359890937805,-1.7337057780133,88.5017669977381
114.479890823364,-1.67991277868624,88.6729228282079
114.599890708923,-1.6340800567823,88.8312269518348
114.719890594482,-1.60137054978006,88.9866174162646
114.839890480042,-1.56949416521166,89.1396938132535
114.959890365601,-1.53428911527743,89.2779919007666
115.07989025116,-1.51795356158505,89.3991534532947
115.199890136719,-1.48730856020058,89.5068211253809
115.319890022278,-1.45786839746014,89.587463842911
115.439889907837,-1.43403339627959,89.6551907016588
115.559889793396,-1.40922472963034,89.7191983460317
115.679889678955,-1.38662924330698,89.7713951565439
115.799889564514,-1.3693366423614,89.8169435561225
115.919889450073,-1.35352479170975,89.8565184196256
116.039889335632,-1.34145788805618,89.8835227820678
116.159889221191,-1.33567411639278,89.8982281120736
116.27988910675,-1.33015825530516,89.899807887715
116.39988899231,-1.33170306564526,89.8852948336275
116.519888877869,-1.34276200916769,89.8574192423269
116.639888763428,-1.3438845891348,89.8122202295212
116.759888648987,-1.34658230223937,89.7436785505679
116.879888534546,-1.35598357321594,89.6671617728639
116.999888420105,-1.39949861486745,89.5892770391478
117.119888305664,-1.4331854852914,89.5007579382161
117.239888191223,-1.42470762511597,89.3694691099087
117.359888076782,-1.42402299068582,89.2042267202769
117.479887962341,-1.42788751453928,89.0526993343183
117.5998878479,-1.41656036491565,88.9201126244565
117.719887733459,-1.43937982917726,88.8054310041306
117.839887619019,-1.46849795469795,88.7206951325459
117.959887504578,-1.50470985337481,88.6397525721763
118.079887390137,-1.5247259154081,88.5443233586551
118.199887275696,-1.53412228223937,88.4288818645474
118.319887161255,-1.56879379842268,88.3123085084805
118.439887046814,-1.6225409416888,88.202976613119
118.559886932373,-1.64333104794621,88.0792204337616
118.679886817932,-1.67105371187936,87.9220429483966
118.799886703491,-1.703590669319,87.7602502900556
118.91988658905,-1.74185893622995,87.6010558929034
119.039886474609,-1.75978287745412,87.4435494601977
119.159886360168,-1.77951178749849,87.2777836640917
119.279886245728,-1.82128295132554,87.1216392138509
119.399886131287,-1.86992827910026,86.9760601507278
119.519886016846,-1.90129447574344,86.8196390850359
119.639885902405,-1.9278923405324,86.6442295227283
119.759885787964,-1.97367911700739,86.4682045487357
119.879885673523,-2.00669277706719,86.2959849755033
119.999885559082,-2.04783522616515,86.1170268549281
120.119885444641,-2.09233121831426,85.9383444464159
120.2398853302,-2.13260864981415,85.7596297376024
120.359885215759,-2.17229955502498,85.5751498825308
120.479885101318,-2.21629882957105,85.3921008465944
120.599884986877,-2.25448565618761,85.2102585675052
120.719884872437,-2.28468689871062,85.0241045624932
120.839884757996,-2.31751573220818,84.8406885875931
120.959884643555,-2.35317025227771,84.6609626351166
121.079884529114,-2.38821324431634,84.4843571757658
121.199884414673,-2.42243957423064,84.3100505377783
121.319884300232,-2.44610240367312,84.137771324314
121.439884185791,-2.47772505021202,83.9691365453302
121.55988407135,-2.51832463667152,83.8172681691581
121.679883956909,-2.55914373178351,83.6733677243559
121.799883842468,-2.5969912048887,83.5330828278523
121.919883728027,-2.62113107999542,83.3947391888208
122.039883613586,-2.61629737425768,83.2572922411635
122.159883499146,-2.59579728134327,83.1261350777368
122.279883384705,-2.57918528641124,83.0333212677515
122.399883270264,-2.57343437077777,82.9985162326874
122.519883155823,-2.57347273962618,83.0168136941615
122.639883041382,-2.56316831002555,83.0697893138661
122.759882926941,-2.54695489944471,83.1412002148328
122.8798828125,-2.52438739955143,83.2309519303464
122.999882698059,-2.50437990541747,83.3397897029771
123.119882583618,-2.48445369162329,83.4679665915627
123.239882469177,-2.472395351418,83.6068798985062
123.359882354736,-2.45216079661416,83.7468193811269
123.479882240295,-2.43286672780202,83.8851256913644
123.599882125854,-2.41878710911783,84.021858147286
123.719882011414,-2.40999901505312,84.1545974157326
123.839881896973,-2.39601278381689,84.2694484126539
123.959881782532,-2.38593984633926,84.3586463057532
124.079881668091,-2.38221082749278,84.426841659164
124.19988155365,-2.37698049862927,84.4732783891057
124.319881439209,-2.36281354212318,84.4939093042606
124.439881324768,-2.35483967772131,84.4931998415878
124.559881210327,-2.34236413392316,84.4868008427178
124.679881095886,-2.32713410587522,84.4703433666025
124.799880981445,-2.32408328124804,84.4525951383985
124.919880867004,-2.31934186373906,84.436108596963
125.039880752563,-2.29819587002428,84.4138997599697
125.159880638123,-2.28581249385164,84.3870138255264
125.279880523682,-2.27810739706725,84.3696851026893
125.399880409241,-2.27145779278831,84.3549074660445
125.5198802948,-2.26648161525463,84.340986623403
125.639880180359,-2.25603069297898,84.3282915381791
125.759880065918,-2.2365021768298,84.316132703626
125.879879951477,-2.22674757218226,84.3062323490112
125.999879837036,-2.21354433233071,84.310910603975
126.119879722595,-2.20621324226606,84.3204163647442
126.239879608154,-2.19090026858412,84.3392964235801
126.359879493713,-2.1767619975397,84.3619542372796
126.479879379272,-2.16621202489727,84.3949536530858
126.599879264832,-2.16364285188089,84.4348889110252
126.719879150391,-2.17333450513885,84.4758386118311
126.83987903595,-2.17814038608856,84.5151621342138
126.959878921509,-2.18057156201004,84.5341786525085
127.079878807068,-2.17841818980776,84.5348667227767
127.199878692627,-2.17736930796793,84.5226622813021
127.319878578186,-2.19140463903811,84.5080294601283
127.439878463745,-2.1935364944216,84.4871046530186
127.559878349304,-2.20071805386242,84.4432214707478
127.679878234863,-2.20760787529829,84.3900564192353
127.799878120422,-2.18761243850543,84.3268161903741
127.919878005981,-2.19582382991472,84.2578393449882
128.039877891541,-2.20472145075662,84.2073163160443
128.1598777771,-2.20641135404436,84.1565280313249
128.279877662659,-2.21040082731326,84.1007607711972
128.399877548218,-2.2113779687518,84.0466323112482
128.519877433777,-2.20770943576765,83.9935586660824
128.639877319336,-2.20487329633647,83.9417624626494
128.759877204895,-2.19497940693043,83.8987389308281
128.879877090454,-2.19341225734192,83.8646742641154
128.999876976013,-2.19710208916032,83.8461484410749
129.119876861572,-2.19881562913234,83.831613487716
129.239876747131,-2.1822714105155,83.8186720216915
129.35987663269,-2.18011945025629,83.8070576913107
129.47987651825,-2.19910983055239,83.8086244397198
129.599876403809,-2.20191772305754,83.8137017315631
129.719876289368,-2.18372075591554,83.8029164414517
129.839876174927,-2.17936430396746,83.7893174234052
129.959876060486,-2.17460946158845,83.7881655448779
130.079875946045,-2.17927036760113,83.7915981566096
130.199875831604,-2.17404221391907,83.7953141742862
130.319875717163,-2.17282665816214,83.7987279865415
130.439875602722,-2.17709986104715,83.8028044194403
130.559875488281,-2.17995639123805,83.8082149778882
130.67987537384,-2.17806450300879,83.8095080634817
130.799875259399,-2.17693982932004,83.8066601346392
130.919875144959,-2.17479517444027,83.8038960357056
131.039875030518,-2.17404961884765,83.8017288674277
131.159874916077,-2.17215184263498,83.7995329266099
131.279874801636,-2.17003245531143,83.7937639364078
131.399874687195,-2.16534863647972,83.7866701067472
131.519874572754,-2.16534422182112,83.7759080687806
131.639874458313,-2.16620205809059,83.7633061569655
131.759874343872,-2.16906242747284,83.7423074428807
131.879874229431,-2.16870385322375,83.7138287380192
131.99987411499,-2.17107599995613,83.6769601875841
132.119874000549,-2.17070246185767,83.6381272874598
132.239873886108,-2.16549902694229,83.5984223992292
132.359873771667,-2.16181579721503,83.5596627454939
132.479873657227,-2.15733206910182,83.5222136436436
132.599873542786,-2.14939910470619,83.4858915670356
132.719873428345,-2.14122940906496,83.4509876376527
132.839873313904,-2.13979337897722,83.4253702903769
132.959873199463,-2.14550648985406,83.4116900413767
133.079873085022,-2.13616347077794,83.402130912202
133.199872970581,-2.11930992569387,83.3944501072077
133.31987285614,-2.11005453110081,83.3925572489265
133.439872741699,-2.10247308913724,83.4054883872067
133.559872627258,-2.10157822850498,83.4223370684582
133.679872512817,-2.09787874093497,83.4393070367949
133.799872398376,-2.09511821401977,83.4567874762776
133.919872283936,-2.09325621988668,83.4753634787371
134.039872169495,-2.0891873224692,83.4957305819025
134.159872055054,-2.08165467113915,83.5172084068365
134.279871940613,-2.07883526203056,83.538111011238
134.399871826172,-2.07658919898117,83.5579178853511
134.519871711731,-2.07678465485124,83.5714192572416
134.63987159729,-2.08071349781373,83.5750096306535
134.759871482849,-2.07681710849462,83.5679235160863
134.879871368408,-2.06947348925026,83.5487311948024
134.999871253967,-2.063629193713,83.5282102946332
135.119871139526,-2.05726853226553,83.5084980099032
135.239871025085,-2.05129052843646,83.4894698164375
135.359870910645,-2.04537263879725,83.4712321634113
135.479870796204,-2.04096555929742,83.4535907423345
135.599870681763,-2.03650704392959,83.4365220456518
135.719870567322,-2.04435305984124,83.4190412512469
135.839870452881,-2.04417109317745,83.4005261070169
135.95987033844,-2.04443878380044,83.3742283643157
136.079870223999,-2.0341443667561,83.3481615499144
136.199870109558,-2.02757195776451,83.3243290157087
136.319869995117,-2.01868547372573,83.3078255442472
136.439869880676,-2.01617672970593,83.2950484393543
136.559869766235,-2.01050301673432,83.293048267245
136.679869651794,-2.00516704115235,83.2948429000415
136.799869537354,-1.9977184984372,83.2971272688581
136.919869422913,-1.99724518772913,83.2994868705491
137.039869308472,-1.99633964851748,83.306988022693
137.159869194031,-1.98784909747354,83.3155418228843
137.27986907959,-1.98253735760105,83.3241295033561
137.399868965149,-1.99046226227803,83.3338721695088
137.519868850708,-1.98818767867991,83.3441184367961
137.639868736267,-1.98180716984962,83.345106224845
137.759868621826,-1.97338609634084,83.3446056035022
137.879868507385,-1.94976150181115,83.3438245403396
137.999868392944,-1.94148093386642,83.3443542291483
138.119868278503,-1.94732171020148,83.362126438768
138.239868164063,-1.94906205447256,83.3836633854024
138.359868049622,-1.9395964973788,83.3948410052741
138.479867935181,-1.93376164206823,83.3983687207105
138.59986782074,-1.92893488275828,83.4012661238286
138.719867706299,-1.92186473873717,83.4045851555267
138.839867591858,-1.91282939025181,83.409038522974
138.959867477417,-1.90240621912378,83.4152120787063
139.079867362976,-1.89625986414319,83.4225906132405
139.199867248535,-1.89163400527512,83.431087484248
139.319867134094,-1.87920180043726,83.4412934717924
139.439867019653,-1.86656967148019,83.4525120963034
139.559866905212,-1.86260786051603,83.4639518559146
139.679866790771,-1.86563388587638,83.4772881232904
139.799866676331,-1.85471012672458,83.490346537612
139.91986656189,-1.84528026398815,83.4971624683715
140.039866447449,-1.84483393678421,83.5029601269475
140.159866333008,-1.83405293554703,83.5093898491776
140.279866218567,-1.83018211081976,83.5163309364776
140.399866104126,-1.83022014409176,83.5243210015778
140.519865989685,-1.82651702638941,83.5330879225466
140.639865875244,-1.79693382540813,83.5378686745044
140.759865760803,-1.78798066674199,83.5446976421964
140.879865646362,-1.790365196387,83.5699970709857
140.999865531921,-1.80322302758075,83.5990451474735
141.11986541748,-1.7990522838572,83.6170414612245
141.23986530304,-1.80044631319487,83.6102421537823
141.359865188599,-1.79892185612938,83.6002344125887
141.479865074158,-1.79246745757072,83.5814243514046
141.599864959717,-1.78838439250717,83.5618864183901
141.719864845276,-1.77479831223766,83.5435978959265
141.839864730835,-1.765423092029,83.525037072756
141.959864616394,-1.76505986243212,83.5085723274582
142.079864501953,-1.75961995581392,83.4930036153127
142.199864387512,-1.7351382491314,83.4773915148758
142.319864273071,-1.7365663096797,83.4637387530202
142.43986415863,-1.75021437638642,83.4677947258293
142.559864044189,-1.75570392625412,83.4763041939832
142.679863929749,-1.75452211519969,83.4680245589606
142.799863815308,-1.75174999583742,83.447860758179
142.919863700867,-1.75138997466493,83.4262582163068
143.039863586426,-1.75610915945148,83.405378053731
143.159863471985,-1.76986790323829,83.3859462733677
143.279863357544,-1.76731867053996,83.3633711966801
143.399863243103,-1.75368258769675,83.3250632646023
143.519863128662,-1.74847344686415,83.2849830159762
143.639863014221,-1.72809017178021,83.25702677842
143.75986289978,-1.71398692525312,83.2358537287351
143.879862785339,-1.70725985692167,83.238164696541
