h,t,accel,grav,acgx,fr,thr
h,t,accel,grav,acgx,fr,thr
51103.8562340876,34.6622204683822,7.39293733418183,1.50992448847689,8.70235430879798,1.38135606128536,1.9980843292368
51075.3294410785,34.6454699346885,7.39346815744981,1.50997302143695,8.72354157427951,1.38412912286705,2.00213885913907
51046.8018652983,34.6287159665408,7.39399905695099,1.51002155345813,8.74475050270236,1.38690470166075,2.00619523993939
51018.2717987271,34.611964053946,7.39453177183061,1.51007008450977,8.76597262863839,1.3896813253673,2.01025684351246
50989.7379268177,34.5952066816974,7.39506398368345,1.5101186145688,8.78721910074969,1.39246093584026,2.01432677975576
50961.2028260073,34.5784389314697,7.39559453252273,1.51016714366237,8.80849774613942,1.39524481019405,2.01840089458943
50932.6661500426,34.5616672063539,7.39612573745413,1.5102156717974,8.82979891606828,1.39803120646038,2.0224774450862
50904.1282505651,34.5448917319763,7.39665643865798,1.51026419893583,8.85112235798257,1.40082030885814,2.02655647366008
50875.5934292248,34.5281153581623,7.39718721602711,1.51031272509237,8.87246440228808,1.40361151126263,2.03063689264013
50847.0626799255,34.5113457005348,7.39771922999699,1.51036125032033,8.8938136693255,1.40640305426272,2.03472206877379
50818.5383484608,34.4945773204939,7.39825132049845,1.5104097745588,8.91517874000751,1.40919631719998,2.03881325355992
50790.0214491475,34.4778038948976,7.39878174641867,1.51045829784622,8.93656939496108,1.41199295382164,2.04290819764461
50761.5164861637,34.4610353845255,7.39931224840329,1.51050682012164,8.95797117735989,1.41479067865267,2.04700309836113
50733.0240668636,34.4442721784544,7.39984224592595,1.51055534146872,8.97938359193053,1.41758953566538,2.05109749681469
h,t,accel,grav,acgx,fr,thr
3676.98644363461,52.1916461151964,7.24279093925406,1.59589156644622,-2.49968334778789,-0.124785015737974,-0.225368059589513
3676.31949808449,52.1737130081332,7.242828758453,1.59589261589442,-2.4994016329732,-0.124745323576,-0.225783252100021
3675.65194451227,52.1529119916984,7.24287992623316,1.59589366639574,-2.49913846667684,-0.124707962782818,-0.226226689004026
3674.98360576457,52.1321048612519,7.24293053855301,1.59589471805009,-2.49887444356102,-0.124670493621954,-0.226694216774047
3674.31485095737,52.1112957601631,7.24298115158022,1.59589577088252,-2.49860975784392,-0.124632933328075,-0.227186299346408
3673.64539720933,52.0933413472594,7.24301952896248,1.59589682479842,-2.49832523147282,-0.124592844609335,-0.227656835633478
3672.97553188866,52.0753804407817,7.24305735054868,1.59589787959831,-2.49804017275782,-0.124552692253801,-0.228110152122644
3672.30501661799,52.057414836225,7.24309572873843,1.59589893540365,-2.49775442487255,-0.124512435461899,-0.228545738256544
3671.63429606543,52.0394456393516,7.24313410733489,1.59589999208086,-2.49746824849652,-0.124472119811045,-0.228963388570238
3670.96311082807,52.0214730941156,7.24317248633806,1.59590104971378,-2.49718148449846,-0.124431723320776,-0.229362869864613
3670.29127225024,52.0034945877657,7.24321086574795,1.59590210830221,-2.49689403522753,-0.124391232510705,-0.229743772309632
3669.61892328993,51.9855112105147,7.24324868933243,1.59590316782204,-2.49660597909669,-0.124350667760609,-0.230105942729853
3668.94630087866,51.9675247658689,7.24328706954988,1.59590422827512,-2.4963174468069,-0.124310028014358,-0.230449072244786
3668.27319829026,51.9495354722777,7.24332545017406,1.59590528966477,-2.49602831119212,-0.12426930526858,-0.230772922240932
3667.59943930432,51.931534565628,7.24336383120499,1.59590635200107,-2.49573852195365,-0.124228492579101,-0.231077208464807
3666.92511678557,51.9135294609507,7.24340165638704,1.59590741532342,-2.49544808599872,-0.124187600432472,-0.231361853911119
3666.25063855294,51.8955239543423,7.24344003822558,1.59590847953716,-2.49515722466561,-0.124146640323226,-0.231626563955738
3665.57544578123,51.8774944309731,7.24347786420356,1.59590954470591,-2.49486575173433,-0.124105605605695,-0.231871198644436
3664.8998471126,51.8594631379332,7.24351569057659,1.59591061083648,-2.4945737089218,-0.124064492502506,-0.232095512572129
3664.22379329242,51.8414291022751,7.2435535173447,1.59591167788244,-2.49428107198574,-0.124023297674567,-0.232299504888617
3663.54729742743,51.8233705101962,7.24359134450788,1.59591274588688,-2.49398798787796,-0.123982041404366,-0.232482922596342
3662.87028134125,51.8053093312157,7.24362861577567,1.59591381485035,-2.49369426711698,-0.123940707052731,-0.232645682149221
3662.1924136309,51.7872428041864,7.24366644372321,1.59591488477032,-2.49339972595615,-0.123899250215133,-0.232787579165622
3661.51443276485,51.7691521367246,7.24370371576383,1.59591595559275,-2.49310492992585,-0.123857768006251,-0.232908681218966
3660.83581574471,51.7510579325975,7.24374043188036,1.59591702738821,-2.49280943008415,-0.123816198430943,-0.23300881284601
3660.15687835915,51.7329636756657,7.2437777046824,1.59591810010877,-2.49251339480423,-0.123774545720239,-0.23308795668342
3659.47743709292,51.7148406186505,7.24381442154899,1.59591917375965,-2.49221689357263,-0.123732838481707,-0.233146054636937
3658.79710740875,51.696712545976,7.24385169511246,1.59592024841402,-2.49191954197993,-0.123691004630928,-0.23318297417474
3658.1167483062,51.6785869190202,7.24388841272913,1.5959213240018,-2.49162181255331,-0.12364912841252,-0.233198803635553
3657.43564170529,51.6604297573572,7.24392457438209,1.59592240055933,-2.49132348237925,-0.123607179040278,-0.233193520854558
3656.75421288307,51.6422731208545,7.24396073639609,1.59592347802397,-2.49102460691349,-0.123565154680122,-0.233167108055151
3656.07216417836,51.6241143504244,7.2439974551182,1.59592455648734,-2.49072502186108,-0.123523023153677,-0.233119531181849
3655.38957415428,51.6058132087379,7.24403417421254,1.59592563588499,-2.49042564334355,-0.123480920430058,-0.233051163357105
3654.70684921206,51.587515572453,7.24407089367914,1.59592671624111,-2.49012580783127,-0.12343875490926,-0.232961923265688
3654.0232208895,51.5692145801347,7.24410816988206,1.59592779757601,-2.48982509160502,-0.123396458620738,-0.232851789913765
3653.33945439965,51.5508713385224,7.24414489009882,1.59592887988822,-2.48952419654781,-0.123354147413718,-0.232720982948525
3652.65482322546,51.5325252069576,7.24418161068785,1.59592996317373,-2.4892224383523,-0.123311717345771,-0.232569421569544
3651.96983714565,51.5141821333562,7.24421833164916,1.59593104741697,-2.48892008879789,-0.123269205937589,-0.232397210845086
3651.28427780815,51.4955900920032,7.24425449659613,1.59593213263709,-2.48861855061871,-0.123226816286075,-0.232205474065331
3650.59823794337,51.4770002752275,7.2442901055121,1.59593321886307,-2.48831634009794,-0.123184343564026,-0.231994006003812
3649.91201670887,51.4584171875462,7.2443262711757,1.59593430601652,-2.48801361073881,-0.123141790047719,-0.231762832336818
3649.22481860686,51.4382470118237,7.24435130915434,1.59593539427652,-2.48771950347897,-0.123100616072491,-0.231522161924725
3648.53720401693,51.4180819747404,7.24437634730606,1.59593648365138,-2.48742468426487,-0.123059343948221,-0.231269533204465
3647.8491569371,51.3979223717836,7.24440138563085,1.5959375741551,-2.48712914109465,-0.123017972017291,-0.231004946752331
3647.16044296557,51.378646175983,7.2444225292399,1.59593866570663,-2.48682748144657,-0.122975822040216,-0.230732642591991
3646.47123155138,51.359370615894,7.24444367297238,1.59593975830123,-2.48652511951475,-0.122933575222088,-0.230454051900577
3645.78146157926,51.3400962677134,7.24446481682827,1.59594085193173,-2.48622201409806,-0.122891225877485,-0.2301691870482
3645.09101228649,51.319783399829,7.24447205028099,1.59594194665218,-2.48592424960862,-0.122849849758468,-0.229884395938874
3644.39992630924,51.2994698615902,7.24447872732709,1.59594304249031,-2.48562566386428,-0.122808369637138,-0.229597615886437
3643.70854569832,51.2791597621141,7.2444854043855,1.59594413946746,-2.48532643929755,-0.12276680125433,-0.229309048099558
3643.0160449082,51.2583493047003,7.2444854043855,1.59594523756733,-2.48502902811025,-0.122725596217601,-0.229021726634255
3642.32344647846,51.2375438783713,7.2444854043855,1.59594633684261,-2.48473106677456,-0.122684315078325,-0.228734813090043
3641.63005992025,51.2167372092557,7.2444854043855,1.5959474372769,-2.48443217218484,-0.122642904956381,-0.22844830461808
3640.93592611142,51.1959293973332,7.2444854043855,1.5959485388609,-2.48413236749665,-0.122601369049358,-0.228162204496976
3640.24091209332,51.1751191562208,7.2444854043855,1.59594964164144,-2.48383157840287,-0.122559697093729,-0.227876423313425
3639.54561556107,51.1543125206693,7.2444854043855,1.59595074556074,-2.48353013179163,-0.122517934219812,-0.227591053862549
3638.84926722199,51.1336024325673,7.24448651722977,1.59595185065893,-2.48322702639923,-0.122475923397755,-0.227306347832571
3638.15297397831,51.1128984836398,7.2444881864968,1.59595295688149,-2.48292345632671,-0.122433838887124,-0.227022625268774
3637.4554395203,51.0921892228918,7.24448929934192,1.59595406426565,-2.48261869921125,-0.122391599781386,-0.226739751798057
3636.75758459861,51.0713821546526,7.24448929934192,1.59595517286396,-2.48231383813363,-0.122349364964923,-0.226457495812834
3636.05877964175,51.0505722329485,7.24448929934192,1.59595628257932,-2.48200794642149,-0.122306987729646,-0.226175488899369
3635.35973042948,51.0297657744182,7.24448929934192,1.5959573934679,-2.4817014159857,-0.122264522165593,-0.225893938690233
3634.65995518002,51.009024422941,7.24449152503319,1.59595850552693,-2.48139360722371,-0.122221842435343,-0.225613273241976
3633.95928757568,50.988281065967,7.24449375072582,1.5959596187299,-2.48108479769517,-0.122179024431705,-0.22533366306808
3633.25837090728,50.9675411722151,7.24449597641982,1.59596073307997,-2.48077534662552,-0.122136117740356,-0.225055130608007
3632.5563929237,50.9467312108552,7.24449597641982,1.595961848591,-2.48046516816409,-0.122093148019141,-0.224777071537818
3631.85400796589,50.925923497932,7.24449597641982,1.59596296528579,-2.4801542543747,-0.122050076632919,-0.224499384470764
3631.15103631141,50.9051161437028,7.24449597641982,1.59596408311367,-2.47984250561102,-0.122006889833922,-0.22422210339674
3630.44736565719,50.8843082315509,7.24449597641982,1.59596520212604,-2.47952985771191,-0.121963578758522,-0.223945089171696
3629.74282088643,50.8634983444339,7.24449597641982,1.59596632234487,-2.47921621095181,-0.121920129637981,-0.223668435949072
3629.03781272494,50.8426896819601,7.24449597641982,1.59596744364399,-2.47890179636586,-0.121876574380846,-0.223392145929908
3628.33229356655,50.8219459930504,7.24449764569122,1.59596856618048,-2.47858623820626,-0.121832833026142,-0.22311670015514
3627.62619625777,50.8012023592313,7.24449987138761,1.59596968983652,-2.47826984970925,-0.121788967566609,-0.222842227164593
3626.91904553003,50.7804552369401,7.2445015406608,1.59597081465632,-2.47795235999362,-0.12174495931667,-0.222568722379675
3626.21155375964,50.7597739804936,7.24450320993476,1.59597194062237,-2.47763382900547,-0.121700807196004,-0.222296647181396
3625.5036675497,50.7390947115693,7.2445048792095,1.5959730677133,-2.47731456878949,-0.121656554280954,-0.22202606650133
3624.79475821415,50.718411820075,7.244506548485,1.59597419601947,-2.47699422601933,-0.121612151787495,-0.221756843724862
3624.08524792991,50.6977205205408,7.24450821776126,1.595975325435,-2.47667308153679,-0.121567638496509,-0.221489000222197
3623.37520994688,50.6770299301447,7.2445098870383,1.59597645601076,-2.47635113028444,-0.121523013702945,-0.221222465243244
3622.66453368333,50.6563396292423,7.24451099989009,1.59597758774739,-2.47602830626007,-0.121478277626472,-0.220957271016736
3621.95325704175,50.6355316298393,7.24451099989009,1.59597872061268,-2.47570524920233,-0.121433527894842,-0.220692681413667
3621.24127596896,50.6147230687307,7.24451099989009,1.59597985470977,-2.47538127653136,-0.121388651606014,-0.220428212251873
3620.52864732966,50.5939144434337,7.24451099989009,1.5959809899225,-2.47505641915235,-0.121343653042033,-0.220164083549744
3619.81531465659,50.5731052427555,7.24451099989009,1.59598212631172,-2.47473064434901,-0.121298527678489,-0.219900268644609
3619.10163626284,50.5522987210642,7.24451099989009,1.59598326387659,-2.47440415240737,-0.121253303162092,-0.219636735611381
3618.38717471319,50.5314906920175,7.24451099989009,1.59598440258043,-2.47407669768325,-0.121207945590273,-0.219373519880422
3617.67189022829,50.5108391267483,7.24451322559469,1.59598554249709,-2.47374744857862,-0.121162302938508,-0.219111672857594
3616.95629207743,50.490190330414,7.24451545130065,1.59598668349507,-2.47341750542739,-0.121116564362464,-0.218851398897386
3616.2395957429,50.4695375194332,7.24451712058103,1.59598782565824,-2.47308642412943,-0.121070677848138,-0.218592799706963
3615.52278137952,50.4487993959331,7.24451934628939,1.59598896896333,-2.47275520980856,-0.121024763539944,-0.218335245969393
3614.80519305053,50.4280597197798,7.24452157199911,1.59599011346214,-2.47242303629542,-0.120978716692734,-0.218078593387043
3614.08677755645,50.4073189883161,7.24452379771021,1.59599125910584,-2.47208986753725,-0.120932532336814,-0.217822837048587
3613.36783957016,50.3865103546779,7.24452379771021,1.59599240589811,-2.47175622033899,-0.120886318948623,-0.217567467849273
3612.64801797969,50.3657002109055,7.24452379771021,1.59599355391865,-2.47142154061771,-0.120839962866263,-0.217312358556109
3611.92799749831,50.3448933763436,7.24452379771021,1.59599470303157,-2.47108622053736,-0.120793518240961,-0.217057550597063
3611.20685552526,50.3241973046563,7.24452491056627,1.59599585332244,-2.47074917025982,-0.120746816076446,-0.216803706608471
3610.48547991738,50.3035047206464,7.244526579851,1.59599700478697,-2.47041146085638,-0.120700013511082,-0.216551076779686
3609.76345443376,50.2828120228643,7.2445282491365,1.59599815738416,-2.47007285543344,-0.120653087128683,-0.21629970981922
3609.04059675336,50.2620028272368,7.2445282491365,1.59599931118456,-2.46973380486431,-0.120606126946071,-0.216048608114277
